"abbreviation","name","equation","lowbnd","uppbnd","obj_coef","subsystem","type","subtype","gpr_rule","is_gene_associated"
"FCI","L-fucose isomerase","fuc____L__c <=> fcl____L__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b2802",TRUE
"FCLK","L-fuculokinase","atp__c + fcl____L__c --> h__c + adp__c + fc1p__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b2803",TRUE
"FCLPA","L-fuculose 1-phosphate aldolase","fc1p__c <=> dhap__c + lald____L__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b2738 or b2800",TRUE
"GMPS2","GMP synthase","atp__c + gln____L__c + xmp__c + h2o__c --> 2 h__c + ppi__c + glu____L__c + gmp__c + amp__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b2507",TRUE
"AMPN","AMP nucleosidase","h2o__c + amp__c --> r5p__c + ade__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b1982",TRUE
"GSNK","Guanosine kinase","atp__c + gsn__c --> h__c + adp__c + gmp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b0477",TRUE
"ACCOAL","Acetate-CoA ligase (ADP-forming)","atp__c + ppa__c + coa__c --> adp__c + pi__c + ppcoa__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b4069 or b0335",TRUE
"GALUi","UTP-glucose-1-phosphate uridylyltransferase (irreversible)","h__c + utp__c + g1p__c --> ppi__c + udpg__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b1236",TRUE
"AACPS3","Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)","atp__c + hdca__c + ACP__c --> ppi__c + amp__c + palmACP__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b1094 and b2836",TRUE
"U23GAAT","UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase","u3hga__c + 3hmrsACP__c --> h__c + u23ga__c + ACP__c",0,1000,0,"Lipopolysaccharide Biosynthesis / Recycling","core","internal","b0179",TRUE
"EX_f6p__e","D-fructose 6-phosphate exchange","f6p__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"UAAGDS","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase","atp__c + 26dap____M__c + uamag__c --> h__c + adp__c + pi__c + ugmd__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b0085",TRUE
"AACPS4","Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)","hdcea__c + atp__c + ACP__c --> hdeACP__c + ppi__c + amp__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b2836 and b1094",TRUE
"UAMAS","UDP-N-acetylmuramoyl-L-alanine synthetase","uamr__c + atp__c + ala____L__c --> h__c + adp__c + pi__c + uama__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b0091",TRUE
"UAMAGS","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase","atp__c + uama__c + glu____D__c --> h__c + adp__c + pi__c + uamag__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b0088",TRUE
"UGLYCH","Ureidoglycolate hydrolase","2 h__c + h2o__c + urdglyc__c --> glx__c + 2 nh4__c + co2__c",0,1000,0,"Nitrogen Metabolism","core","internal","b0505",TRUE
"NTPP3","Nucleoside triphosphate pyrophosphorylase (dctp)","dctp__c + h2o__c --> h__c + ppi__c + dcmp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2251 or b2781 or b1759",TRUE
"NTPP6","Nucleoside triphosphate pyrophosphorylase (atp)","atp__c + h2o__c --> h__c + ppi__c + amp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2781 or b0905",TRUE
"NTPP7","Nucleoside triphosphate pyrophosphorylase (dttp)","dttp__c + h2o__c --> h__c + dtmp__c + ppi__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2781 or b2251 or b3248",TRUE
"OP4ENH","2-oxopent-4-enoate hydratase","h2o__c + op4en__c --> 4h2opntn__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0350",TRUE
"EX_rmn__e","L-Rhamnose exchange","rmn__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"HOPNTAL","4-hydroxy-2-oxopentanoate aldolase","4h2opntn__c --> pyr__c + acald__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0352",TRUE
"NTPP8","Nucleoside triphosphate pyrophosphorylase (utp)","utp__c + h2o__c --> h__c + ump__c + ppi__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2781 or b3248",TRUE
"P5CR","Pyrroline-5-carboxylate reductase","2 h__c + 1pyr5c__c + nadph__c --> nadp__c + pro____L__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","b0386",TRUE
"CYANST","Cyanide sulfurtransferase","cyan__c + tsul__c --> tcynt__c + h__c + so3__c",0,1000,0,"Unassigned","core","internal","b3425 or b2668 or b2521",TRUE
"EX_ttdca__e","Tetradecanoate (n-C14:0) exchange","ttdca__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"DHPPDA2","Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)","h__c + h2o__c + 25drapp__c --> 5apru__c + nh4__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0414",TRUE
"3HPPPNH","3-(3-hydroxy-phenyl)propionate hydroxylase","h__c + o2__c + 3hpppn__c + nadh__c --> dhpppn__c + nad__c + h2o__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0347",TRUE
"G5SADs","L-glutamate 5-semialdehyde dehydratase (spontaneous)","glu5sa__c --> h__c + 1pyr5c__c + h2o__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","s0001",TRUE
"GMAND","GDP-D-mannose dehydratase","gdpmann__c --> h2o__c + gdpddman__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b2053",TRUE
"PPCSCT","Propanoyl-CoA: succinate CoA-transferase","ppcoa__c + succ__c --> ppa__c + succoa__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b2920",TRUE
"CYTD","Cytidine deaminase","h__c + cytd__c + h2o__c --> nh4__c + uri__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2143",TRUE
"AKGDH","2-Oxogluterate dehydrogenase","akg__c + nad__c + coa__c --> nadh__c + co2__c + succoa__c",0,1000,0,"Citric Acid Cycle","core","internal","b0727 and b0116 and b0726",TRUE
"HPYRRx","Hydroxypyruvate reductase (NADH)","h__c + hpyr__c + nadh__c --> nad__c + glyc____R__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b1033 or b3553",TRUE
"GLYCDx","Glycerol dehydrogenase","nad__c + glyc__c --> h__c + dha__c + nadh__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b3945",TRUE
"ASP1DC","Aspartate 1-decarboxylase","h__c + asp____L__c --> ala__B__c + co2__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0131",TRUE
"UGMDDS","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase","atp__c + ugmd__c + alaala__c --> h__c + adp__c + pi__c + ugmda__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b0086",TRUE
"DCYTD","Deoxycytidine deaminase","h__c + dcyt__c + h2o__c --> duri__c + nh4__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2143",TRUE
"DBTS","Dethiobiotin synthase","atp__c + dann__c + co2__c --> 3 h__c + adp__c + pi__c + dtbt__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0778",TRUE
"DCTPD","DCTP deaminase","h__c + dctp__c + h2o__c --> dutp__c + nh4__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b2065",TRUE
"UHGADA","UDP-3-O-acetylglucosamine deacetylase","u3aga__c + h2o__c --> ac__c + u3hga__c",0,1000,0,"Lipopolysaccharide Biosynthesis / Recycling","core","internal","b0096",TRUE
"AMANK","N-acetyl-D-mannosamine kinase","atp__c + acmana__c --> h__c + adp__c + acmanap__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b3222",TRUE
"UAGAAT","UDP-N-acetylglucosamine acyltransferase","uacgam__c + 3hmrsACP__c <=> u3aga__c + ACP__c",-1000,1000,0,"Lipopolysaccharide Biosynthesis / Recycling","core","internal","b1094 and b0181",TRUE
"ATPPRT","ATP phosphoribosyltransferase","atp__c + prpp__c --> prbatp__c + ppi__c",0,1000,0,"Histidine Metabolism","core","internal","b2019",TRUE
"HISTD","Histidinol dehydrogenase","2 nad__c + h2o__c + histd__c --> 3 h__c + his____L__c + 2 nadh__c",0,1000,0,"Histidine Metabolism","core","internal","b2020",TRUE
"DHDPS","Dihydrodipicolinate synthase","aspsa__c + pyr__c --> h__c + 2 h2o__c + 23dhdp__c",0,1000,0,"Threonine and Lysine Metabolism","core","internal","b2478",TRUE
"G1PACT","Glucosamine-1-phosphate N-acetyltransferase","gam1p__c + accoa__c --> h__c + acgam1p__c + coa__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b3730",TRUE
"GART","GAR transformylase-T","atp__c + for__c + gar__c --> h__c + adp__c + pi__c + fgam__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b1849",TRUE
"CSND","Cytosine deaminase","h__c + h2o__c + csn__c --> nh4__c + ura__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b0337",TRUE
"GF6PTA","Glutamine-fructose-6-phosphate transaminase","gln____L__c + f6p__c --> glu____L__c + gam6p__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b3729",TRUE
"IGPDH","Imidazoleglycerol-phosphate dehydratase","eig3p__c --> imacp__c + h2o__c",0,1000,0,"Histidine Metabolism","core","internal","b2022",TRUE
"EX_glyclt__e","Glycolate exchange","glyclt__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"PRPPS","Phosphoribosylpyrophosphate synthetase","r5p__c + atp__c <=> h__c + prpp__c + amp__c",-1000,1000,0,"Histidine Metabolism","core","internal","b1207",TRUE
"H2SO","Hydrogen sulfide oxidation","2 o2__c + h2s__c --> 2 h__c + so4__c",0,1000,0,"Inorganic Ion Transport and Metabolism","core","internal","",FALSE
"GLUCYS","Gamma-glutamylcysteine synthetase","cys____L__c + atp__c + glu____L__c --> h__c + adp__c + pi__c + glucys__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b2688",TRUE
"PRATPP","Phosphoribosyl-ATP pyrophosphatase","prbatp__c + h2o__c --> prbamp__c + h__c + ppi__c",0,1000,0,"Histidine Metabolism","core","internal","b2026",TRUE
"GLUN","Glutaminase","gln____L__c + h2o__c --> nh4__c + glu____L__c",0,1000,0,"Glutamate Metabolism","core","internal","b0485 or b1524",TRUE
"PRMICI","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase","prfp__c <=> prlp__c",-1000,1000,0,"Histidine Metabolism","core","internal","b2024",TRUE
"GLUPRT","Glutamine phosphoribosyldiphosphate amidotransferase","gln____L__c + h2o__c + prpp__c --> ppi__c + glu____L__c + pram__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b2312",TRUE
"EX_g6p__e","D-Glucose 6-phosphate exchange","g6p__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"GMPR","GMP reductase","2 h__c + gmp__c + nadph__c --> imp__c + nh4__c + nadp__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b0104",TRUE
"SERAT","Serine O-acetyltransferase","ser____L__c + accoa__c <=> acser__c + coa__c",-1000,1000,0,"Cysteine Metabolism","core","internal","b3607",TRUE
"CYSS","Cysteine synthase","h2s__c + acser__c --> ac__c + h__c + cys____L__c",0,1000,0,"Cysteine Metabolism","core","internal","b2421 or b2414",TRUE
"NADS1","NAD synthase (nh3)","nh4__c + atp__c + dnad__c --> h__c + nad__c + ppi__c + amp__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b1740",TRUE
"BPNT","3',5'-bisphosphate nucleotidase","pap__c + h2o__c --> pi__c + amp__c",0,1000,0,"Cysteine Metabolism","core","internal","b4214",TRUE
"EX_2ddglcn__e","2-Dehydro-3-deoxy-D-gluconate exchange","2ddglcn__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"PAPSR","Phosphoadenylyl-sulfate reductase (thioredoxin)","paps__c + trdrd__c --> 2 h__c + so3__c + trdox__c + pap__c",0,1000,0,"Cysteine Metabolism","core","internal","(b2582 and b2762) or (b3781 and b2762)",TRUE
"ASPK","Aspartate kinase","asp____L__c + atp__c <=> adp__c + 4pasp__c",-1000,1000,0,"Threonine and Lysine Metabolism","core","internal","b0002 or b3940 or b4024",TRUE
"ASAD","Aspartate-semialdehyde dehydrogenase","aspsa__c + pi__c + nadp__c <=> h__c + nadph__c + 4pasp__c",-1000,1000,0,"Threonine and Lysine Metabolism","core","internal","b3433",TRUE
"DAPDC","Diaminopimelate decarboxylase","h__c + 26dap____M__c --> lys____L__c + co2__c",0,1000,0,"Threonine and Lysine Metabolism","core","internal","b2838",TRUE
"EX_mmet__e","S-Methyl-L-methionine exchange","mmet__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"NTRIR2x","Nitrite Reductase (NADH)","5 h__c + 3 nadh__c + no2__c --> 3 nad__c + nh4__c + 2 h2o__c",0,1000,0,"Oxidative Phosphorylation","core","internal","b3366 and b3365",TRUE
"OCBT","Ornithine carbamoyltransferase","cbp__c + orn__c <=> citr____L__c + h__c + pi__c",-1000,1000,0,"Arginine and Proline Metabolism","core","internal","b4254 or b0273",TRUE
"GARFT","Phosphoribosylglycinamide formyltransferase","10fthf__c + gar__c <=> h__c + thf__c + fgam__c",-1000,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b2500",TRUE
"GPDDA1","Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)","g3pc__c + h2o__c --> h__c + glyc3p__c + chol__c",0,1000,0,"Glycerophospholipid Metabolism","core","internal","b3449",TRUE
"GPDDA2","Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)","g3pe__c + h2o__c --> h__c + glyc3p__c + etha__c",0,1000,0,"Glycerophospholipid Metabolism","core","internal","b3449",TRUE
"PHETA1","Phenylalanine transaminase","akg__c + phe____L__c <=> phpyr__c + glu____L__c",-1000,1000,0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","core","internal","b4054 or b0928 or b3770",TRUE
"PPND","Prephenate dehydrogenase","nad__c + pphn__c --> 34hpp__c + nadh__c + co2__c",0,1000,0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","core","internal","b2600",TRUE
"METAT","Methionine adenosyltransferase","met____L__c + atp__c + h2o__c --> pi__c + amet__c + ppi__c",0,1000,0,"Methionine Metabolism","core","internal","b2942",TRUE
"ASCBPL","L-ascorbate 6-phosphate lactonase","ascb6p__c + h2o__c --> 3dhgulnp__c + h__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b4192",TRUE
"ACBIPGT","Adenosyl cobinamide phosphate guanyltransferase","h__c + gtp__c + adocbip__c --> agdpcbi__c + ppi__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b1993",TRUE
"TRPS1","Tryptophan synthase (indoleglycerol phosphate)","ser____L__c + 3ig3p__c --> g3p__c + trp____L__c + h2o__c",0,1000,0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","core","internal","b1260 and b1261",TRUE
"PRAMPC","Phosphoribosyl-AMP cyclohydrolase","prbamp__c + h2o__c --> prfp__c",0,1000,0,"Histidine Metabolism","core","internal","b2026",TRUE
"ADOCBLS","Adenosylcobalamin 5'-phosphate synthase","agdpcbi__c + rdmbzi__c --> adocbl__c + h__c + gmp__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b1992",TRUE
"EX_galct____D__e","D-Galactarate exchange","galct____D__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"ADOCBIK","Adenosyl cobinamide kinase","atp__c + adocbi__c --> h__c + adp__c + adocbip__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b1993",TRUE
"TMPK","Thiamine-phosphate kinase","atp__c + thmmp__c --> thmpp__c + adp__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0417",TRUE
"HPPPNDO","2,3-dihydroxypheylpropionate 1,2-dioxygenase","dhpppn__c + o2__c --> h__c + hkndd__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0348",TRUE
"MCITL2","Methylisocitrate lyase","micit__c <=> succ__c + pyr__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b0331",TRUE
"DXYLK","1-Deoxy-D-xylulose kinase","dxyl__c + atp__c --> h__c + adp__c + dxyl5p__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b3564",TRUE
"MDH3","Malate dehydrogenase (menaquinone 8 as acceptor)","mal____L__c + mqn8__c --> mql8__c + oaa__c",0,1000,0,"Citric Acid Cycle","core","internal","b2210",TRUE
"SOTA","Succinylornithine transaminase","akg__c + sucorn__c --> sucgsa__c + glu____L__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","b1748",TRUE
"DHCINDO","2,3-dihydroxycinnamate 1,2-dioxygenase","o2__c + dhcinnm__c --> h__c + hkntd__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0348",TRUE
"SGSAD","Succinylglutamic semialdehyde dehydrogenase","sucgsa__c + nad__c + h2o__c --> 2 h__c + sucglu__c + nadh__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","b1746",TRUE
"HKNDDH","2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase","h2o__c + hkndd__c --> h__c + succ__c + op4en__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0349",TRUE
"EX_idon____L__e","L-Idonate exchange","idon____L__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"HKNTDH","2-hydroxy-6-ketononotrienedioate hydrolase","hkntd__c + h2o__c --> h__c + fum__c + op4en__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0349",TRUE
"GLYCK2","Glycerate kinase","atp__c + glyc____R__c --> 2pg__c + h__c + adp__c",0,1000,0,"Glycine and Serine Metabolism","core","internal","b3124",TRUE
"PTA2","Phosphate acetyltransferase","pi__c + ppcoa__c --> ppap__c + coa__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b2297",TRUE
"MDH2","Malate dehydrogenase (ubiquinone 8 as acceptor)","mal____L__c + q8__c --> q8h2__c + oaa__c",0,1000,0,"Citric Acid Cycle","core","internal","b2210",TRUE
"EX_indole__e","Indole exchange","indole__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"ACOTA","Acetylornithine transaminase","akg__c + acorn__c <=> acg5sa__c + glu____L__c",-1000,1000,0,"Arginine and Proline Metabolism","core","internal","b1748 or b3359 or b2662 or b1302",TRUE
"GPDDA5","Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)","h2o__c + g3pi__c --> h__c + glyc3p__c + inost__c",0,1000,0,"Glycerophospholipid Metabolism","core","internal","b3449",TRUE
"PDX5PS","Pyridoxine 5'-phosphate synthase","nad__c + phthr__c + dxyl5p__c --> h__c + pi__c + pdx5p__c + 2 h2o__c + nadh__c + co2__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b2564 and b0052",TRUE
"PPBNGS","Porphobilinogen synthase","2 5aop__c --> h__c + 2 h2o__c + ppbng__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0369",TRUE
"ENTCS","Enterochelin synthase","3 23dhba__c + 3 seramp__c --> 9 h__c + 6 amp__c + enter__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b0583",TRUE
"SULR","Sulfite reductase (NADPH2)","5 h__c + so3__c + 3 nadph__c --> h2s__c + 3 nadp__c + 3 h2o__c",0,1000,0,"Cysteine Metabolism","core","internal","b2764 and b2763",TRUE
"MANPGH","2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase","man6pglyc__c + h2o__c --> glyc____R__c + man6p__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0732",TRUE
"URDGLYCD","Ureidoglycolate dehydrogenase","nad__c + urdglyc__c --> h__c + nadh__c + oxur__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0517",TRUE
"CBMKr","Carbamate kinase","nh4__c + atp__c + co2__c <=> 2 h__c + adp__c + cbp__c",-1000,1000,0,"Nitrogen Metabolism","core","internal","b0521",TRUE
"PPNCL2","Phosphopantothenate-cysteine ligase","ctp__c + cys____L__c + 4ppan__c --> h__c + ppi__c + cmp__c + 4ppcys__c",0,1000,0,"Cofactor and Prosthetic Group Biosynthesis","core","internal","b3639",TRUE
"PRAGSr","Phosphoribosylglycinamide synthase","atp__c + gly__c + pram__c <=> h__c + adp__c + pi__c + gar__c",-1000,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b4005",TRUE
"PRFGS","Phosphoribosylformylglycinamidine synthase","atp__c + gln____L__c + h2o__c + fgam__c --> fpram__c + h__c + adp__c + pi__c + glu____L__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b2557",TRUE
"AMANAPEr","N-acetylmannosamine 6-phosphate epimerase","acmanap__c <=> acgam6p__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b3223",TRUE
"EX_3hcinnm__e","3-hydroxycinnamic acid exchange","3hcinnm__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"ACM6PH","N-acetylmuramate 6-phosphate hydrolase","acmum6p__c + h2o__c --> acgam6p__c + lac____D__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b2428",TRUE
"NNATr","Nicotinate-nucleotide adenylyltransferase","h__c + atp__c + nicrnt__c <=> ppi__c + dnad__c",-1000,1000,0,"Nucleotide Salvage Pathway","core","internal","b0639",TRUE
"CYTDH","Cytidine hydrolase","cytd__c + h2o__c --> rib____D__c + csn__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b2162 or b0651 or b0030",TRUE
"EX_acac__e","Acetoacetate exchange","acac__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"ETHAAL","Ethanolamine ammonia-lyase","etha__c --> nh4__c + acald__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b2441 and b2440",TRUE
"MAN1PT2","Mannose-1-phosphate guanylyltransferase (GDP)","h__c + man1p__c + gdp__c --> pi__c + gdpmann__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b2049",TRUE
"PSERT","Phosphoserine transaminase","glu____L__c + 3php__c --> akg__c + pser____L__c",0,1000,0,"Glycine and Serine Metabolism","core","internal","b0907",TRUE
"AP4AH","Ap4A hydrolase","h2o__c + ap4a__c --> 2 h__c + 2 adp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b0049",TRUE
"EX_acmana__e","N-Acetyl-D-mannosamine exchange","acmana__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"AP5AH","Ap5A hydrolase","h2o__c + ap5a__c --> 2 h__c + adp__c + atp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b0049",TRUE
"ADNCYC","Adenylate cyclase","atp__c --> ppi__c + camp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b3806",TRUE
"AIRC2","Phosphoribosylaminoimidazole carboxylase","air__c + atp__c + hco3__c --> h__c + adp__c + pi__c + 5caiz__c",0,1000,0,"Purine and Pyrimidine Biosynthesis","core","internal","b0522",TRUE
"GAPD","Glyceraldehyde-3-phosphate dehydrogenase","nad__c + g3p__c + pi__c <=> 13dpg__c + h__c + nadh__c",-1000,1000,0,"Glycolysis/Gluconeogenesis","core","internal","b1779",TRUE
"MI1PP","Myo-inositol 1-phosphatase","mi1p____D__c + h2o__c --> pi__c + inost__c",0,1000,0,"Cell Envelope Biosynthesis","core","internal","b2533",TRUE
"EX_galur__e","D-Galacturonate exchange","galur__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"MCITS","2-methylcitrate synthase","ppcoa__c + h2o__c + oaa__c --> h__c + 2mcit__c + coa__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0333",TRUE
"PPAKr","Propionate kinase","ppap__c + adp__c <=> atp__c + ppa__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b3115",TRUE
"HEX1","Hexokinase (D-glucose:ATP)","glc____D__c + atp__c --> h__c + adp__c + g6p__c",0,1000,0,"Glycolysis/Gluconeogenesis","core","internal","b2388",TRUE
"GND","Phosphogluconate dehydrogenase","6pgc__c + nadp__c --> ru5p____D__c + nadph__c + co2__c",0,1000,0,"Pentose Phosphate Pathway","core","internal","b2029",TRUE
"TAUDO","Taurine dioxygenase","akg__c + o2__c + taur__c --> h__c + so3__c + aacald__c + succ__c + co2__c",0,1000,0,"Alternate Carbon Metabolism","core","internal","b0368",TRUE
"DM_amob__c","Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system","amob__c -->",0,1000,0,"Intracellular demand","boundary","demand","",FALSE
"NTP3","Nucleoside-triphosphatase (GTP)","h2o__c + gtp__c --> h__c + pi__c + gdp__c",0,1000,0,"Nucleotide Salvage Pathway","core","internal","b4161 or b4352 or b2727 or b2918 or b2173 or b3590 or b4173",TRUE
"PPM2","Phosphopentomutase 2 (deoxyribose)","2dr1p__c <=> 2dr5p__c",-1000,1000,0,"Alternate Carbon Metabolism","core","internal","b4383",TRUE
"MOAT2","3-deoxy-D-manno-octulosonic acid transferase","ckdo__c + kdolipid4__c --> h__c + cmp__c + kdo2lipid4__c",0,1000,0,"Lipopolysaccharide Biosynthesis / Recycling","core","internal","b3633",TRUE
"EX_adn__e","Adenosine exchange","adn__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"EX_ins__e","Inosine exchange","ins__e -->",0,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"G6PDH2r","Glucose 6-phosphate dehydrogenase","nadp__c + g6p__c <=> h__c + 6pgl__c + nadph__c",-1000,1000,0,"Pentose Phosphate Pathway","core","internal","b1852",TRUE
"ME2","Malic enzyme (NADP)","mal____L__c + nadp__c --> nadph__c + pyr__c + co2__c",0,1000,0,"Anaplerotic Reactions","core","internal","b2463",TRUE
"ARGSL","Argininosuccinate lyase","argsuc__c <=> arg____L__c + fum__c",-1000,1000,0,"Arginine and Proline Metabolism","core","internal","b3960",TRUE
"CBPS","Carbamoyl-phosphate synthase (glutamine-hydrolysing)","2 atp__c + gln____L__c + hco3__c + h2o__c --> 2 h__c + 2 adp__c + pi__c + glu____L__c + cbp__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","b0032 and b0033",TRUE
"GLU5K","Glutamate 5-kinase","atp__c + glu____L__c --> adp__c + glu5p__c",0,1000,0,"Arginine and Proline Metabolism","core","internal","b0242",TRUE
"IPPS","2-isopropylmalate synthase","accoa__c + 3mob__c + h2o__c --> h__c + 3c3hmp__c + coa__c",0,1000,0,"Valine, Leucine, and Isoleucine Metabolism","core","internal","b0074",TRUE
"EX_mg2__e","Mg exchange","mg2__e <=>",-1000,1000,0,"Extracellular exchange","boundary","exchange","",FALSE
"ACOATA","Acetyl-CoA ACP transacylase","accoa__c + ACP__c <=> acACP__c + coa__c",-1000,1000,0,"Membrane Lipid Metabolism","core","internal","b1094 and b1091",TRUE
